"hasTarget","CAS.nummer","EC.Nummer","Stofnaam_IUPAC","CLP_Aanwezig","SVHC_Aanwezig","Restrict_Aanwezig","POP_Aanwezig","OSPAR_Aanwezig","WFD_Aanwezig","Gewas_Aanwezig","Biociden_Aanwezig"
"","92201-97-3","296-028-8","Naphtha (petroleum), light heat-soaked, steam-cracked|Low boiling point naphtha - unspecified|[A complex combination of hydrocarbons obtained by the fractionation of steam cracked naphtha after recovery from a heat soaking process. It consists predominan",1,0,0,0,0,0,0,0
"","92257-06-2","296-092-7","Fatty acids, C8-10-branched, cadmium salts",0,0,1,0,0,1,0,0
"","92257-11-9","296-097-4","Leach residues, zinc refining flue dust, cadmium-thallium ppt.",0,0,1,0,0,1,0,0
"","92278-94-9","","Arsenous acid, titanium salt",0,0,1,0,0,0,0,0
"","92502-55-1","296-343-0","Nickel, borate neodecanoate complexes",0,0,1,0,0,1,0,0
"","92704-08-0","296-437-1","Extracts (petroleum), heavy paraffinic distillate solvent, clay-treated|Distillate aromatic extract (treated)|[A complex combination of hydrocarbons resulting from treatment of a petroleum fraction with natural or modified clay in either a contact or perc",1,0,0,0,0,0,0,0
"","92704-12-6","296-441-3","Fatty acids, C9-13-neo-, cadmium salts",0,0,1,0,0,1,0,0
"","92704-15-9","296-445-5","Fatty acids, olive-oil, cadmium salts",0,0,1,0,0,1,0,0
"","92704-19-3","296-449-7","Fatty acids, peanut-oil, cadmium salts",0,0,1,0,0,1,0,0
"","92704-24-0","296-454-4","Fatty acids, rape-oil, cadmium salts",0,0,1,0,0,1,0,0
"","92797-28-9","296-564-2","Fatty acids, C14-18 and C18-unsatd., branched and linear, hydrogenated, cadmium salts",0,0,1,0,0,1,0,0
"","928049-42-7","","Dibenzo[k,n][1,4,7,10,13]tetraoxathiacyclopentadecinium, 19-[4-(1,1-dimethylethyl)phenyl]-6,7,9,10,12,13-hexahydro-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",0,1,0,1,0,0,0,0
"","93062-53-4","296-807-2","Phosphinic acid, bis(perfluoro-C6-12-alkyl) derivs., aluminum salts",0,0,0,1,0,0,0,0
"","93080-00-3","","Arsonic acid, tin salt",0,0,1,0,0,0,0,0
"","93165-19-6","296-903-4","Distillates (petroleum), C<sub>6</sub>-rich|Low boiling point naphtha - unspecified|[A complex combination of hydrocarbons obtained from the distillation of a petroleum feedstock. It consists predominantly of hydrocarbons having carbon numbers of C<sub>5",1,0,0,0,0,0,0,0
"","93165-26-5","296-911-8","Fatty acids, C14-26, lead salts",0,0,1,0,0,1,0,0
"","93165-55-0","296-942-7","Naphtha (petroleum), light steam-cracked, hydrogenated|Low boiling point hydrogen treated naphtha|[A complex combination of hydrocarbons produced from the separation and subsequent hydrogenation of the products of a steam-cracking process to produce ethyl",1,0,0,0,0,0,0,0
"","93215-61-3","","Chromic acid (H2CrO4), lead(2+) sodium salt (2:1:2)",0,0,1,0,0,1,0,0
"","93571-75-6","297-401-8","Aromatic hydrocarbons, C<sub>7-12</sub>, C<sub>8</sub>-rich|Low boiling point cat-reformed naphtha|[A complex combination of hydrocarbons obtained by separation from the platformate-containing fraction. It consists predominantly of aromatic hydrocarbons ",1,0,0,0,0,0,0,0
"","93572-29-3","297-458-9","Gasoline, C<sub>5-11</sub>, high-octane stabilised reformed|Low boiling point cat-reformed naphtha|[A complex high octane combination of hydrocarbons obtained by the catalytic dehydrogenation of a predominantly naphthenic naphtha. It consists predominant",1,0,0,0,0,0,0,0
"","93572-35-1","297-465-7","Hydrocarbons, C<sub>7-12</sub>, C<sub>≥9</sub>-arom.-rich, reforming heavy fraction|Low boiling point cat-reformed naphtha|[A complex combination of hydrocarbons obtained by separation from the platformate-containing fraction. It consists predominantly o",1,0,0,0,0,0,0,0
"","93572-36-2","297-466-2","Hydrocarbons, C<sub>5-11</sub>, nonaroms.-rich, reforming light fraction|Low boiling point cat-reformed naphtha|[A complex combination of hydrocarbons obtained by separation from the platformate-containing fraction. It consists predominantly of nonaromat",1,0,0,0,0,0,0,0
"","93572-43-1","297-474-6","Lubricating oils (petroleum), base oils, paraffinic|Baseoil - unspecified|[A complex combination of hydrocarbons obtained by refining of crude oil. It consists predominantly of aromatics, naphthenics and paraffinics and produces a finished oil with a visc",1,0,0,0,0,0,0,0
"","93573-14-9","297-548-8","Nickel, C5-23-branched carboxylate C4-10-fatty acids naphthenate complexes",0,0,1,0,0,1,0,0
"","93573-15-0","297-549-3","Nickel, C4-10 fatty acids naphthenate complexes",0,0,1,0,0,1,0,0
"","93573-16-1","297-550-9","Nickel, C4-10 fatty acids octanoate complexes",0,0,1,0,0,1,0,0
"","93573-17-2","297-551-4","Nickel, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, chlorosulfonyl derivs., reaction products with 2-[(4-aminophenyl)sulfonyl]ethyl hydrogen sulfate monosodium salt, potassium sodium salts, compds. with pyridine",0,0,1,0,0,1,0,0
"","936576-64-6","","Nickel, tris(neodecanoato-.kappa.O)[.mu.3-[orthoborato(3-)-.kappa.O:.kappa.O':.kappa.O'']]tri-",0,0,1,0,0,1,0,0
"","93686-40-9","297-692-1","Nonanoic acid, branched, cadmium salt",0,0,1,0,0,1,0,0
"","93703-48-1","621-837-3","1,2-dibromo-4-(3,4-dibromophenoxy)benzene",0,0,0,1,0,0,0,0
"","93762-59-5","297-774-7","Nickel, C5-23-branched carboxylate C4-10 fatty acids complexes",0,0,1,0,0,1,0,0
"","93763-10-1","297-827-4","Extracts (petroleum), heavy naphthenic distillate solvent, hydrodesulfurized|Distillate aromatic extract (treated)|[A complex combination of hydrocarbons obtained from a petroleum stock by treating with hydrogen to convert organic sulfur to hydrogen sulfi",1,0,0,0,0,0,0,0
"","93763-11-2","297-829-5","Extracts (petroleum), solvent-dewaxed heavy paraffinic distillate solvent, hydrodesulfurized|Distillate aromatic extract (treated)|[A complex combination of hydrocarbons obtained from a solvent dewaxed petroleum stock by treating with hydrogen to convert ",1,0,0,0,0,0,0,0
"","93763-33-8","297-852-0","Hydrocarbons, C<sub>6-11</sub>, hydrotreated, dearomatized|Low boiling point hydrogen treated naphtha|[A complex combination of hydrocarbons obtained as solvents which have been subjected to hydrotreatment in order to convert aromatics to naphthenes by ca",1,0,0,0,0,0,0,0
"","93763-34-9","297-853-6","Hydrocarbons, C<sub>9-12</sub>, hydrotreated, dearomatized|Low boiling point hydrogen treated naphtha|[A complex combination of hydrocarbons obtained as solvents which have been subjected to hydrotreatment in order to convert aromatics to naphthenes by ca",1,0,0,0,0,0,0,0
"","93763-38-3","297-857-8","Hydrocarbons, hydrocracked paraffinic distn. residues, solvent-dewaxed|Baseoil - unspecified",1,0,0,0,0,0,0,0
"","93763-85-0","297-905-8","Residues (petroleum), steam-cracked heat-soaked naphtha|Cracked gasoil|[A complex combination of hydrocarbons obtained as residue from the distillation of steam cracked heat soaked naphtha and boiling in the range of approximately 150 °C to 350 °C (302 °F",1,0,0,0,0,0,0,0
"","93763-87-2","297-907-9","Slags, lead-zinc smelting",0,0,1,0,0,1,0,0
"","93776-00-2","297-925-7","1,1'-[oxybis[(1-methylethylene)oxy]]bis[4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,15-pentacosafluoropentadecan-2-ol]",0,0,0,1,0,0,0,0
"","93776-15-9","297-941-4","(2-carboxylatoethyl)(dimethyl)[[[4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,15,15,15-tetracosafluoro-2-hydroxy-14-(trifluoromethyl)pentadecyl]amino]propyl]mmonium",0,0,0,1,0,0,0,0
"","93820-20-3","298-602-3","Diiodo(5-iodopyridin-2-amine-N1)mercury",0,0,0,0,0,1,0,0
"","93821-38-6","298-725-2","Extract residues (coal), benzole fraction acid|Light Oil Extract Residues, low boiling|[An acid sludge by-product of the sulfuric acid refining of crude high temperature coal. Composed primarily of sulfuric acid and organic compounds.]",1,0,0,0,0,0,0,0
"","93821-47-7","298-735-7","Flue gases, lead-zinc blast furnace",0,0,1,0,0,1,0,0
"","93821-66-0","298-754-0","Residual oils (petroleum)|Heavy Fuel oil|[A complex combination of hydrocarbons, sulfur compounds and metal-containing organic compounds obtained as the residue from refinery fractionation cracking processes. It produces a finished oil with a viscosity ab",1,0,0,0,0,0,0,0
"","93821-70-6","298-758-2","Slimes and Sludges, lead-zinc blast furnace, offgas wet cleaning",0,0,1,0,0,1,0,0
"","93821-72-8","298-759-8","Speiss, lead-zinc",0,0,1,0,0,1,0,0
"","93839-98-6","298-872-2","Lead 3-(acetamido)phthalate",0,0,1,0,0,1,0,0
"","93840-04-1","298-879-0","Lead bis(2-ethylhexanolate)",0,0,1,0,0,1,0,0
"","93841-79-3","299-051-1","Leucomycin V, 9-O-[5-(dimethylamino)tetrahydro-6-methyl-2H-pyran-2-yl]-, [9(5S,6R)]-, [1,2-ethanediylbis(imino-4,1-phenylene)]bis[arsonate] (1:1) (salt)",0,0,1,0,0,0,0,0
"","93857-44-4","299-178-2","Diammonium 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl phosphate",0,0,0,1,0,0,0,0
"","93858-23-2","299-255-0","Lead(2+) 4,4'-isopropylidenebisphenolate",0,0,1,0,0,1,0,0
"","93858-24-3","299-256-6","Lead(2+) (Z)-hexadec-9-enoate",0,0,1,0,0,1,0,0
"","93882-20-3","299-418-6","[μ-[[4,4'-(oxydiethylene) bis(dodecenylsuccinato)](2-)]]diphenyldimercury",0,0,0,0,0,1,0,0
"","93891-86-2","299-467-3","Nickelate(6-), [4-[[5-[[(3,6-dichloro-4-pyridazinyl)carbonyl]amino]-2-sulfophenyl]azo]-4,5-dihydro-5-oxo-1-[2-sulfo-5-[[(trisulfo-29H,31H-phthalocyaninyl)sulfonyl]amino]phenyl]-1H-pyrazole-3-carboxylato(8-)-N29,N30,N31,N32]-, hexasodium",0,0,1,0,0,1,0,0
"","93894-07-6","299-701-4","Cadmium bis(o-nonylphenolate)",0,0,1,0,0,1,0,0
"","93894-09-8","299-704-0","Cadmium bis[p-(1,1,3,3-tetramethylbutyl)phenolate]",0,0,1,0,0,1,0,0
"","93894-10-1","299-705-6","Cadmium (Z)-hexadec-9-enoate",0,0,1,0,0,1,0,0
"","93894-48-5","299-747-5","Lead(2+) neononanoate",0,0,1,0,0,1,0,0
"","93894-49-6","299-748-0","Lead(2+) neoundecanoate",0,0,1,0,0,1,0,0
"","93894-64-5","299-764-8","(neononanoato-O)(neoundecanoato-O)lead",0,0,1,0,0,1,0,0
"","93920-08-2","300-092-5","(neononanoato-O)(neoundecanoato-O)nickel",0,0,1,0,0,1,0,0
"","93920-09-3","300-093-0","nickel(II) neoundecanoate",1,0,1,0,0,1,0,0
"","93920-10-6","300-094-6","nickel(II) neononanoate",1,0,1,0,0,1,0,0
"","93924-31-3","300-225-7","Foots oil (petroleum), acid-treated|[A complex combination of hydrocarbons obtained by treatment of Foot's oil with sulfuric acid. It consists predominantly of branched-chain hydrocarbons with carbon numbers predominantly in the range of C<sub>20</sub> th",1,0,0,0,0,0,0,0
"","93924-32-4","300-226-2","Foots oil (petroleum), clay-treated|[A complex combination of hydrocarbons obtained by treatment of Foot's oil with natural or modified clay in either a contacting or percolation process to remove the trace amounts of polar compounds and impurities presen",1,0,0,0,0,0,0,0
"","93924-33-5","300-227-8","Gas oils, paraffinic|Gasoil - unspecified|[A distillate obtained from the redistillation of a complex combination of hydrocarbons obtained by the distillation of the effluents from a severe catalytic hydrotreatment of paraffins. It boils in the range of a",1,0,0,0,0,0,0,0
"","93924-61-9","300-257-1","Hydrocarbons, C<sub>20-50</sub>, residual oil hydrogenation vacuum distillate|Baseoil - unspecified",1,0,0,0,0,0,0,0
"","93925-00-9","300-298-5","Formaldehyde, reaction products with branched and linear heptylphenol, carbon disulfide and hydrazine",0,1,0,0,0,0,0,0
"","93925-27-0","300-328-7","Phosphoric acid, mixed Bu and hexyl diesters, lead(2+) salts",0,0,1,0,0,1,0,0
"","93939-76-5","300-365-9","Tetrasodium [[[(3-amino-4-sulphophenyl)amino]sulphonyl]-29H,31H-phthalocyaninetrisulphonato(6-)-N29,N30,N31,N32]nickelate(4-)",0,0,1,0,0,1,0,0
"","93965-24-3","300-973-4","Cadmium isodecanoate",0,0,1,0,0,1,0,0
"","93965-29-8","300-979-7","Lead bis(isoundecanoate)",0,0,1,0,0,1,0,0
"","93965-30-1","300-980-2","Cadmium bis(isoundecanoate)",0,0,1,0,0,1,0,0
"","93966-38-2","300-989-1","Lead tetracosanoate",0,0,1,0,0,1,0,0
"","93966-74-6","301-027-3","Lead pentadecanoate",0,0,1,0,0,1,0,0
"","93981-67-0","301-153-9","Lead(II) isooctanoate",0,0,1,0,0,1,0,0
"","93983-65-4","301-320-6","Cadmium dimethylhexanoate",0,0,1,0,0,1,0,0
"","93983-68-7","301-323-2","dimethylhexanoic acid nickel salt",1,0,1,0,0,1,0,0
"","94006-20-9","301-357-8","Hexacosanoic acid, lead salt",0,0,1,0,0,1,0,0
"","94015-57-3","301-376-1","[μ-[[5,5'-azobis[1H-tetrazolato]](2-)]]dihydroxydilead",0,0,1,0,0,1,0,0
"","94022-47-6","301-543-9","Mercury thallium dinitrate",0,0,0,0,0,1,0,0
"","94070-92-5","301-791-8","[μ-[(oxydiethylene but-2-enedioato)(2-)]]diphenyldimercury",0,0,0,0,0,1,0,0
"","94070-93-6","301-792-3","[μ-[(oxydiethylene phthalato)(2-)]]diphenylmercury",0,0,0,0,0,1,0,0
"","94113-53-8","302-587-1","(diphenylarsino)dimethylgallium",0,0,1,0,0,0,0,0
"","94114-03-1","302-639-3","Gasoline, pyrolysis, hydrogenated|Low boiling point naphtha-unspecified|[A distillation fraction from the hydrogenation of pyrolysis gasoline boiling in the range of approximately 20°C to 200°C (68°F to 392°F).]",1,0,0,0,0,0,0,0
"","94114-13-3","302-650-3","Pitch, coal tar, high-temp., secondary|Pitch Redistillate|[The residue obtained during the distillation of high boiling fractions from bituminous coal high temperature tar and/or pitch coke oil, with a softening point of 140 °C to 170 °C (284 °F to 392 °F",1,0,0,0,0,0,0,0
"","94114-29-1","302-662-9","Tar acids, brown-coal, C<sub>2</sub>-alkylphenol fraction|Distillate Phenols|[The distillate from the acidification of alkaline washed lignite tar distillate boiling in the range of approximately 200°C to 230°C (392°F to 446°F). Composed primarily of <i>",1,0,0,0,0,0,0,0
"","94114-40-6","302-674-4","Tar oils, brown-coal|Light Oil|[The distillate from lignite tar boiling in the range of approximately 80°C to 250°C (176°F to 482°F). Composed primarily of aliphatic and aromatic hydrocarbons and monobasic phenols.]",1,0,0,0,0,0,0,0
"","94114-46-2","302-681-2","Residues (coal), liq. solvent extn.|[A cohesive powder composed of coal mineral matter and undissolved coal remaining after extraction of coal by a liquid solvent.]",1,0,0,0,0,0,0,0
"","94114-47-3","302-682-8","Coal liquids, liq. solvent extn. soln.|[The product obtained by filtration of coal mineral matter and undissolved coal from coal extract solution produced by digesting coal in a liquid solvent. A black, viscous, highly complex liquid combination composed ",1,0,0,0,0,0,0,0
"","94114-48-4","302-683-3","Coal liquids, liq. solvent extn.|[The substantially solvent-free product obtained by the distillation of the solvent from filtered coal extract solution produced by digesting coal in a liquid solvent. A black semi-solid, composed primarily of a complex co",1,0,0,0,0,0,0,0
"","94114-52-0","302-688-0","Distillates (coal), liq. solvent extn., primary|[The liquid product of condensation of vapors emitted during the digestion of coal in a liquid solvent and boiling in the range of approximately 30°C to 300°C (86°F to 572°F). Composed primarily of partly h",1,0,0,0,0,0,0,0
"","94114-53-1","302-689-6","Distillates (coal), solvent extn., hydrocracked|[Distillate obtained by hydrocracking of coal extract or solution produced by the liquid solvent extraction or supercritical gas extraction processes and boiling in the range of approximately 30°C to 300°C (",1,0,0,0,0,0,0,0
"","94114-54-2","302-690-1","Naphtha (coal), solvent extn., hydrocracked|[Fraction of the distillate obtained by hydrocracking of coal extract or solution produced by the liquid solvent extraction or supercritical gas extraction processes and boiling in the range of approximately 30°",1,0,0,0,0,0,0,0
"","94114-55-3","302-691-7","Gasoline, coal solvent extn., hydrocracked naphtha|[Motor fuel produced by the reforming of the refined naphtha fraction of the products of hydrocracking of coal extract or solution produced by the liquid solvent extraction or supercritical gas extraction",1,0,0,0,0,0,0,0
"","94114-56-4","302-692-2","Distillates (coal), solvent extn., hydrocracked middle|[Distillate obtained from the hydrocracking of coal extract or solution produced by the liquid solvent extraction or supercritical gas extraction processes and boiling in the range of approximately 18",1,0,0,0,0,0,0,0
"","94114-57-5","302-693-8","Distillates (coal), solvent extn., hydrocracked hydrogenated middle|[Distillate from the hydrogenation of hydrocracked middle distillate from coal extract or solution produced by the liquid solvent extraction or supercritical gas extraction processes and ",1,0,0,0,0,0,0,0
"","94138-87-1","303-002-2","Tris[(8α)-6'-methoxycinchonan-9(R)-ol] arsenite",0,0,1,0,0,0,0,0
"","94200-45-0","303-523-5","Diammonium 4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoro-2-hydroxyundecyl phosphate",0,0,0,1,0,0,0,0
"","94200-46-1","303-524-0","Diammonium 4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,13-henicosafluoro-2-hydroxytridecyl phosphate",0,0,0,1,0,0,0,0
"","94200-47-2","303-525-6","Diammonium 4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,15-pentacosafluoro-2-hydroxypentadecyl phosphate",0,0,0,1,0,0,0,0
"","94200-48-3","303-526-1","Diammonium 4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,17,17-nonacosafluoro-2-hydroxyheptadecyl phosphate",0,0,0,1,0,0,0,0
"","94200-50-7","303-528-2","Diammonium 4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,13,13,13-icosafluoro-2-hydroxy-12-(trifluoromethyl)tridecyl phosphate",0,0,0,1,0,0,0,0
"","94200-51-8","303-529-8","Diammonium 4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,15,15,15-tetracosafluoro-2-hydroxy-14-(trifluoromethyl)pentadecyl phosphate",0,0,0,1,0,0,0,0
"","94200-52-9","303-530-3","Diammonium 4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,17,17,17-octacosafluoro-2-hydroxy-16-(trifluoromethyl)heptadecyl phosphate",0,0,0,1,0,0,0,0
"","94232-26-5","303-952-8","(4-aminophenyl)arsonic acid, compound with piperazine (1:1)",0,0,1,0,0,0,0,0
"","94232-40-3","303-968-5","Lead diundec-10-enoate",0,0,1,0,0,1,0,0
"","94232-44-7","303-972-7","Cobalt(2+) dinickel(2+) bis[2-hydroxypropane-1,2,3-tricarboxylate]",0,0,1,0,0,1,0,0
"","94232-49-2","303-977-4","Cadmium tetrapentyl bis(phosphate)",0,0,1,0,0,1,0,0
"","94232-84-5","304-013-5","Dicobalt(2+) nickel(2+) bis[2-hydroxypropane-1,2,3-tricarboxylate]",0,0,1,0,0,1,0,0
"","94246-84-1","304-157-9","(isononanoato-O)(isooctanoato-O)lead",0,0,1,0,0,1,0,0
"","94246-85-2","304-158-4","(isodecanoato-O)(isooctanoato-O)lead",0,0,1,0,0,1,0,0
"","94246-86-3","304-160-5","(isodecanoato-O)(isononanoato-O)lead",0,0,1,0,0,1,0,0
"","94246-87-4","304-161-0","(isodecanoato-O)(neodecanoato-O)lead",0,0,1,0,0,1,0,0
"","94246-90-9","304-164-7","(2-ethylhexanoato-O)(isooctanoato-O)lead",0,0,1,0,0,1,0,0
"","94246-91-0","304-165-2","(2-ethylhexanoato-O)(isononanoato-O)lead",0,0,1,0,0,1,0,0
"","94246-92-1","304-166-8","(2-ethylhexanoato-O)(isodecanoato-O)lead",0,0,1,0,0,1,0,0
"","94246-93-2","304-167-3","(2-ethylhexanoato-O)(neodecanoato-O)lead",0,0,1,0,0,1,0,0
"","94247-16-2","304-193-5","Cadmium isooctyl phthalate (1:2:2)",0,0,1,0,0,1,0,0
"","94266-31-6","304-438-6","Lead icosanoate (1:2)",0,0,1,0,0,1,0,0
"","94266-32-7","304-439-1","Lead icosanoate",0,0,1,0,0,1,0,0
"","94275-93-1","304-482-6","Cadmium (1-ethylhexyl) phthalate (1:2:2)",0,0,1,0,0,1,0,0
"","94275-94-2","304-483-1","Cadmium octyl phthalate (1:2:2)",0,0,1,0,0,1,0,0
"","94276-38-7","304-523-8","Bis(5-oxo-DL-prolinato-N1,O2)mercury",0,0,0,0,0,1,0,0
"","94276-88-7","304-575-1","Mercurate(1-), [dodecenylbutanedioato(2-)-O']phenyl-, hydrogen",0,0,0,0,0,1,0,0
"","94277-53-9","304-637-8","Hydrogen μ-hydroxy[μ-[orthoborato(3-)-O:O']]diphenyldimercurate(1-)",0,0,0,0,0,1,0,0
"","94278-22-5","304-710-4","Sodium hydrogen allylarsonate",0,0,1,0,0,0,0,0
"","94313-58-3","304-956-2","Disodium p-tolylarsonate",0,0,1,0,0,0,0,0
"","94349-78-7","305-196-4","Fatty acids, tallow, reaction products with lead oxide",0,0,1,0,0,1,0,0
"","94-43-9","202-331-8","Phenylmercury benzoate",0,0,0,0,0,1,0,0
"","94481-58-0","305-385-1","(isononanoato-O)(neodecanoato-O)lead",0,0,1,0,0,1,0,0
"","94481-62-6","305-388-8","Bis(5-oxo-L-prolinato-N1,O2)mercury",0,0,0,0,0,1,0,0
"","94551-60-7","305-409-0","Lead, zinc dross",0,0,1,0,0,1,0,0
"","94551-62-9","305-411-1","Calcines, lead-zinc ore conc.",0,0,1,0,0,1,0,0
"","94551-66-3","305-414-8","Fumes, lead",0,0,1,0,0,1,0,0
"","94551-70-9","305-417-4","Leach residues, cadmium-contg. flue dust",0,0,1,0,0,1,0,0
"","94551-72-1","305-420-0","Leach residues, copper-lead",0,0,1,0,0,1,0,0
"","94551-74-3","305-422-1","Matte, copper-lead",0,0,1,0,0,1,0,0
"","94551-78-7","305-424-2","Residues, lead smelting wastewater treatment",0,0,1,0,0,1,0,0
"","94551-79-8","305-425-8","Residues, lead-zinc smelting wastewater treatment",0,0,1,0,0,1,0,0
"","94551-87-8","305-433-1","slimes and sludges, copper electrolyte refining, decopperised",1,0,0,0,0,0,0,0
"","94551-99-2","305-445-7","Wastes, lead battery reprocessing",0,0,1,0,0,1,0,0
"","94552-05-3","305-449-9","Waste solids, lead silver anode",0,0,1,0,0,1,0,0
"","94723-86-1","425-150-8","2-butyryl-3-hydroxy-5-thiocyclohexan-3-yl-cyclohex-2-en-1-one",1,0,0,0,0,0,0,0
"","94733-08-1","305-588-5","Distillates (petroleum), solvent-refined hydrotreated heavy, hydrogenated|Baseoil - unspecified",1,0,0,0,0,0,0,0
"","94733-09-2","305-589-0","Distillates (petroleum), solvent-refined hydrocracked light|Baseoil - unspecified|[A complex combination of hydrocarbons obtained by solvent dearomatization of the residue of hydrocracked petroleum. It consists predominantly of hydrocarbons having carbon ",1,0,0,0,0,0,0,0
"","94733-15-0","305-594-8","Lubricating oils (petroleum), C<sub>18-40</sub>, solvent-dewaxed hydrocracked distillate-based|Baseoil - unspecified|[A complex combination of hydrocarbons obtained by solvent deparaffination of the distillation residue from hydrocracked petroleum. It con",1,0,0,0,0,0,0,0
"","94733-16-1","305-595-3","Lubricating oils (petroleum), C<sub>18-40</sub>, solvent-dewaxed hydrogenated raffinate-based|Baseoil - unspecified|[A complex combination of hydrocarbons obtained by solvent deparaffination of the hydrogenated raffinate obtained by solvent extraction of ",1,0,0,0,0,0,0,0
"","94854-78-1","","Arsenenous acid, ammonium copper salt",0,0,1,0,0,0,0,0
"","94854-80-5","","Arsenenous acid, ammonium zinc salt",0,0,1,0,0,0,0,0
"","94891-42-6","305-643-3","Nickel, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, chlorosulfonyl derivs., reaction products with 2-[(4-aminophenyl)sulfonyl]ethyl hydrogen sulfate monosodium salt, potassium salts",0,0,1,0,0,1,0,0
"","94891-43-7","305-644-9","Nickel, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, chlorosulfonyl derivs., reaction products with 2-[(4-aminophenyl)sulfonyl]ethyl hydrogen sulfate monosodium salt, sodium salts",0,0,1,0,0,1,0,0
"","95009-23-7","305-750-5","Distillates (petroleum), steam-cracked, C<sub>8-12</sub> fraction, polymd., distn. lights|Low boiling point naphtha - unspecified|[A complex combination of hydrocarbons obtained by distillation of the polymerized C<sub>8</sub> through C<sub>12</sub> fract",1,0,0,0,0,0,0,0
"","95046-47-2","305-835-7","Spinels, cobalt nickel zinc grey",0,0,1,0,0,1,0,0
"","953030-84-7","","Buprofezin",0,0,0,0,0,0,1,0
"","95342-41-9","","(1R,3E,4S)-1,7,7-trimethyl-3-(4-methylbenzylidene)bicyclo[2.2.1]heptan-2-one",0,1,0,0,0,0,0,0
"","95370-51-7","305-913-0","Carbamic acid, [2-(sulfothio)ethyl]-, C-(γ-ω-perfluoro-C6-9-alkyl) esters, monosodium salts",0,0,0,1,0,0,0,0
"","95371-04-3","305-971-7","Hydrocarbons, C<sub>13-30</sub>, arom.-rich, solvent-extd. naphthenic distillate|Baseoil - unspecified",1,0,0,0,0,0,0,0
"","95371-05-4","305-972-2","Hydrocarbons, C<sub>16-32</sub>, arom. rich, solvent-extd. naphthenic distillate|Baseoil - unspecified",1,0,0,0,0,0,0,0
"","95371-07-6","305-974-3","Hydrocarbons, C<sub>37-68</sub>, dewaxed deasphalted hydrotreated vacuum distn. residues|Baseoil - unspecified",1,0,0,0,0,0,0,0
"","95371-08-7","305-975-9","Hydrocarbons, C<sub>37-65</sub>, hydrotreated deasphalted vacuum distn. residues|Baseoil - unspecified",1,0,0,0,0,0,0,0
"","95465-89-7","306-004-1","Hydrocarbons, C4, 1,3-butadiene- and isobutene-free|Petroleum gas",1,0,0,0,0,0,0,0
"","95860-12-1","","Methanesulfonic acid, lead salt",0,0,1,0,0,1,0,0
"","95892-12-9","306-072-2","Cadmium isohexadecanoate",0,0,1,0,0,1,0,0
"","95892-13-0","306-073-8","Lead(2+) isohexadecanoate",0,0,1,0,0,1,0,0
"","96471-22-6","","Lead, di-mu-hydroxy(2-methyl-4,6-dinitrophenolato-kappaO)(nitrato-kappaO)di-",0,0,1,0,0,1,0,0
"","96690-46-9","306-241-0","Slimes and Sludges, lead acetate manuf.",0,0,1,0,0,1,0,0
"","96690-55-0","306-251-5","Tar acids, distn. residues|Distillate Phenols|[A residue from the distillation of crude phenol from coal. It consists predominantly of phenols having carbon numbers in the range of C<sub>8</sub> through C<sub>10</sub> with a softening point of 60°C to 80",1,0,0,0,0,0,0,0
"","97259-82-0","306-446-5","Cadmium diisobutyl dimaleate",0,0,1,0,0,1,0,0
"","97280-68-7","306-462-2","Tetrasodium [bis[[[4-[[2-(sulphooxy)ethyl]sulphonyl]phenyl]amino]sulphonyl]-29H,31H-phthalocyaninedisulphonato(6)-N29,N30,N31,N32]nickelate(4-)",0,0,1,0,0,1,0,0
"","97404-21-2","306-784-3","[[N,N',N''-[29H,31H-phthalocyaninetriyltris(sulphonylimino-3,1-phenylene)]tris[3-oxobutyramidato]](2-)-N29,N30,N31,N32]nickel",0,0,1,0,0,1,0,0
"","97404-22-3","306-785-9","[[N,N',N'',N'''-[29H,31H-phthalocyaninetetrayltetrakis(sulphonylimino-3,1-phenylene)]tetrakis[3-oxobutyramidato]](2-)-N29,N30,N31,N32]nickel",0,0,1,0,0,1,0,0
"","97435-21-7","306-902-3","Diiron nickel zinc tetraoxide",0,0,1,0,0,1,0,0
