"hasTarget","CAS.nummer","EC.Nummer","Stofnaam_IUPAC","CLP_Aanwezig","SVHC_Aanwezig","Restrict_Aanwezig","POP_Aanwezig","OSPAR_Aanwezig","WFD_Aanwezig","Gewas_Aanwezig","Biociden_Aanwezig"
"","64742-27-4","265-127-8","Distillates (petroleum), chemically neutralized heavy paraffinic|Unrefined or mildly refined baseoil|[A complex combination of hydrocarbons obtained from a treating process to remove acidic materials. It consists predominantly of hydrocarbons having carbo",1,0,0,0,0,0,0,0
"","64742-28-5","265-128-3","Distillates (petroleum), chemically neutralized light paraffinic|Unrefined or mildly refined baseoil|[A complex combination of hydrocarbons produced by a treating process to remove acidic materials. It consists of hydrocarbons having carbon numbers predom",1,0,0,0,0,0,0,0
"","64742-29-6","265-129-9","Gas oils (petroleum), chemically neutralized|Gasoil - unspecified|[A complex combination of hydrocarbons produced by a treating process to remove acidic materials. It consists of hydrocarbons having carbon numbers predominantly in the range of C<sub>13</s",1,0,0,0,0,0,0,0
"","64742-30-9","265-130-4","Distillates (petroleum), chemically neutralized middle|Gasoil - unspecified|[A complex combination of hydrocarbons produced by a treating process to remove acidic materials. It consists of hydrocarbons having carbon numbers predominantly in the range of C",1,0,0,0,0,0,0,0
"","64742-34-3","265-135-1","Distillates (petroleum), chemically neutralized heavy naphthenic|Unrefined or mildly refined baseoil|[A complex combination of hydrocarbons produced by a treating process to remove acidic materials. It consists of hydrocarbons having carbon numbers predom",1,0,0,0,0,0,0,0
"","64742-35-4","265-136-7","Distillates (petroleum), chemically neutralized light naphthenic|Unrefined or mildly refined baseoil|[A complex combination of hydrocarbons produced by a treating process to remove acidic materials. It consists of hydrocarbons having carbon numbers predom",1,0,0,0,0,0,0,0
"","64742-36-5","265-137-2","Distillates (petroleum), clay-treated paraffinic|Baseoil - unspecified|[A complex combination of hydrocarbons resulting from treatment of a petroleum fraction with natural or modified clay in either a contacting or percolation process to remove the trace ",1,0,0,0,0,0,0,0
"","64742-37-6","265-138-8","Distillates (petroleum), clay-treated light paraffinic|Baseoil - unspecified|[A complex combination of hydrocarbons resulting from treatment of a petroleum fraction with natural or modified clay in either a contacting or percolation process to remove the ",1,0,0,0,0,0,0,0
"","64742-38-7","265-139-3","Distillates (petroleum), clay-treated middle|Gasoil - unspecified|[A complex combination of hydrocarbons resulting from treatment of a petroleum fraction with natural or modified clay, usually in a percolation process to remove the trace amounts of polar ",1,0,0,0,0,0,0,0
"","64742-41-2","265-143-5","Residual oils (petroleum), clay-treated|Baseoil - unspecified|[A complex combination of hydrocarbons obtained by treatment of a residual oil with a natural or modified clay in either a contacting or percolation process to remove the trace amounts of polar",1,0,0,0,0,0,0,0
"","64742-44-5","265-146-1","Distillates (petroleum), clay-treated heavy naphthenic|Baseoil - unspecified|[A complex combination of hydrocarbons resulting from treatment of a petroleum fraction with natural or modified clay in either a contacting or percolation process to remove the ",1,0,0,0,0,0,0,0
"","64742-45-6","265-147-7","Distillates (petroleum), clay-treated light naphthenic|Baseoil - unspecified|[A complex combination of hydrocarbons resulting from treatment of a petroleum fraction with natural or modified clay in either a contacting or percolation process to remove the ",1,0,0,0,0,0,0,0
"","64742-46-7","265-148-2","Distillates (petroleum), hydrotreated middle|Gasoil - unspecified|[A complex combination of hydrocarbons obtained by treating a petroleum fraction with hydrogen in the presence of a catalyst. It consists of hydrocarbons having carbon numbers predominantly",1,0,0,0,0,0,0,0
"","64742-47-8","265-149-8","Distillates (petroleum), hydrotreated light|Kerosine - unspecified|[A complex combination of hydrocarbons obtained by treating a petroleum fraction with hydrogen in the presence of a catalyst. It consists of hydrocarbons having carbon numbers predominantl",1,0,0,0,0,0,0,0
"","64742-48-9","265-150-3","Naphtha (petroleum), hydrotreated heavy|Low boiling point hydrogen treated naphtha|[A complex combination of hydrocarbons obtained by treating a petroleum fraction with hydrogen in the presence of a catalyst. It consists of hydrocarbons having carbon num",1,0,0,0,0,0,0,0
"","64742-49-0","265-151-9","Naphtha (petroleum), hydrotreated light|Low boiling point hydrogen treated naphtha|[A complex combination of hydrocarbons obtained by treating a petroleum fraction with hydrogen in the presence of a catalyst. It consists of hydrocarbons having carbon num",1,0,0,0,0,0,0,0
"","64742-52-5","265-155-0","Distillates (petroleum), hydrotreated heavy naphthenic|Baseoil - unspecified|[A complex combination of hydrocarbons obtained by treating a petroleum fraction with hydrogen in the presence of a catalyst. It consists of hydrocarbons having carbon numbers pr",1,0,0,0,0,0,0,0
"","64742-53-6","265-156-6","Distillates (petroleum), hydrotreated light naphthenic|Baseoil - unspecified|[A complex combination of hydrocarbons obtained by treating a petroleum fraction with hydrogen in the presence of a catalyst. It consists of hydrocarbons having carbon numbers pr",1,0,0,0,0,0,0,0
"","64742-54-7","265-157-1","Distillates (petroleum), hydrotreated heavy paraffinic|Baseoil - unspecified|[A complex combination of hydrocarbons obtained by treating a petroleum fraction with hydrogen in the presence of a catalyst. It consists of hydrocarbons having carbon numbers pr",1,0,0,0,0,0,0,0
"","64742-55-8","265-158-7","Distillates (petroleum), hydrotreated light paraffinic|Baseoil - unspecified|[A complex combination of hydrocarbons obtained by treating a petroleum fraction with hydrogen in the presence of a catalyst. It consists of hydrocarbons having carbon numbers pr",1,0,0,0,0,0,0,0
"","64742-56-9","265-159-2","Distillates (petroleum), solvent-dewaxed light paraffinic|Baseoil - unspecified|[A complex comination of hydrocarbons obtained by removal of normal paraffins from a petroleum fraction by solvent crystallization. It consists predominantly of hydrocarbons h",1,0,0,0,0,0,0,0
"","64742-57-0","265-160-8","Residual oils (petroleum), hydrotreated|Baseoil - unspecified|[A complex combination of hydrocarbons obtained by treating a petroleum fraction with hydrogen in the presence of a catalyst. It consists of hydrocarbons having carbon numbers predominantly gre",1,0,0,0,0,0,0,0
"","64742-59-2","265-162-9","Gas oils (petroleum), hydrotreated vacuum|Heavy Fuel oil|[A complex combination of hydrocarbons obtained by treating a petroleum fraction with hydrogen in the presence of a catalyst. It consists of hydrocarbons having carbon numbers predominantly in the r",1,0,0,0,0,0,0,0
"","64742-61-6","265-165-5","Slack wax (petroleum)|[A complex combination of hydrocarbons obtained from a petroleum fraction by solvent crystallization (solvent dewaxing) or as a distillation fraction from a very waxy crude. It consists predominantly of saturated straight and branche",1,0,0,0,0,0,0,0
"","64742-62-7","265-166-0","Residual oils (petroleum), solvent-dewaxed|Baseoil - unspecified|[A complex combination of hydrocarbons obtained by removal of long, branched chain hydrocarbons from a residual oil by solvent crystallization. It consists of hydrocarbons having carbon numb",1,0,0,0,0,0,0,0
"","64742-63-8","265-167-6","Distillates (petroleum), solvent-dewaxed heavy naphthenic|Baseoil - unspecified|[A complex combination of hydrocarbons obtained by removal of normal paraffins from a petroleum fraction by solvent crystallization. It consists of hydrocarbons having carbon ",1,0,0,0,0,0,0,0
"","64742-64-9","265-168-1","Distillates (petroleum), solvent-dewaxed light naphthenic|Baseoil - unspecified|[A complex combination of hydrocarbons obtained by removal of normal paraffins from a petroleum fraction by solvent crystallization. It consists of hydrocarbons having carbon ",1,0,0,0,0,0,0,0
"","64742-65-0","265-169-7","Distillates (petroleum), solvent-dewaxed heavy paraffinic|Baseoil - unspecified|[A complex combination of hydrocarbons obtained by removal of normal paraffins from a petroleum fraction by solvent crystallization. It consists predominantly of hydrocarbons ",1,0,0,0,0,0,0,0
"","64742-66-1","265-170-2","Naphtha (petroleum), catalytic dewaxed|Low boiling point naphtha - unspecified|[A complex combination of hydrocarbons obtained from the catalytic dewaxing of a petroleum fraction. It consists predominantly of hydrocarbons having carbon numbers predominan",1,0,0,0,0,0,0,0
"","64742-67-2","265-171-8","Foots oil (petroleum)|[A complex combination of hydrocarbons obtained as the oil fraction from a solvent deoiling or a wax sweating process. It consists predominantly of branched chain hydrocarbons having carbon numbers predominantly in the range of C<sub",1,0,0,0,0,0,0,0
"","64742-68-3","265-172-3","Naphthenic oils (petroleum), catalytic dewaxed heavy|Baseoil - unspecified|[A complex combination of hydrocarbons obtained from a catalytic dewaxing process. It consists predominantly of hydrocarbons having carbon numbers predominantly in the range of C<s",1,0,0,0,0,0,0,0
"","64742-69-4","265-173-9","Naphthenic oils (petroleum), catalytic dewaxed light|Baseoil - unspecified|[A complex combination of hydrocarbons obtained from a catalytic dewaxing process. It consists of hydrocarbons having carbon numbers predominantly in the range of C<sub>15</sub> th",1,0,0,0,0,0,0,0
"","64742-70-7","265-174-4","Paraffin oils (petroleum), catalytic dewaxed heavy|Baseoil - unspecified|[A complex combination of hydrocarbons obtained from a catalytic dewaxing process. It consists predominantly of hydrocarbons having carbon numbers predominantly in the range of C<sub",1,0,0,0,0,0,0,0
"","64742-71-8","265-176-5","Paraffin oils (petroleum), catalytic dewaxed light|Baseoil - unspecified|[A complex combination of hydrocarbons obtained from a catalytic dewxing process. It consists predominantly of hydrocarbons having carbon numbers predominantly in the range of C<sub>",1,0,0,0,0,0,0,0
"","64742-73-0","265-178-6","Naphtha (petroleum), hydrodesulfurized light|Low boiling point hydrogen treated naphtha|[A complex combination of hydrocarbons obtained from a catalytic hydrodesulfurization process. It consists of hydrocarbons having carbon numbers predominantly in the ",1,0,0,0,0,0,0,0
"","64742-75-2","265-179-1","Naphthenic oils (petroleum), complex dewaxed heavy|Baseoil - unspecified|[A complex combination of hydrocarbons obtained by removing straight chain paraffin hydrocarbons as a solid by treatment with an agent such as urea. It consists of hydrocarbons havin",1,0,0,0,0,0,0,0
"","64742-76-3","265-180-7","Naphthenic oils (petroleum), complex dewaxed light|Baseoil - unspecified|[A complex combination of hydrocarbons obtained from a catalytic dewaxing process. It consists of hydrocarbons having carbon numbers predominantly in the range of C<sub>15</sub> thro",1,0,0,0,0,0,0,0
"","64742-78-5","265-181-2","Residues (petroleum), hydrodesulfurized atmospheric tower|Heavy Fuel oil|[A complex combination of hydrocarbons obtained by treating an atmospheric tower residuum with hydrogen in the presence of a catalyst under conditions primarily to remove organic sul",1,0,0,0,0,0,0,0
"","64742-79-6","265-182-8","Gas oils (petroleum), hydrodesulfurized|Gasoil - unspecified|[A complex combination of hydrocarbons obtained from a petroleum stock by treating with hydrogen to convert organic sulfur to hydrogen sulfide which is removed. It consists predominantly of hydr",1,0,0,0,0,0,0,0
"","64742-80-9","265-183-3","Distillates (petroleum), hydrodesulfurized middle|Gasoil - unspecified|[A complex combination of hydrocarbons obtained from a petroleum stock by treating with hydrogen to convert organic sulfur to hydrogen sulfide which is removed. It consists of hydrocar",1,0,0,0,0,0,0,0
"","64742-81-0","265-184-9","Kerosine (petroleum), hydrodesulfurized|Kerosine - unspecified|[A complex combination of hydrocarbons obtained from a petroleum stock by treating with hydrogen to convert organic sulfur to hydrogen sulfide which is removed. It consists of hydrocarbons hav",1,0,0,0,0,0,0,0
"","64742-82-1","265-185-4","naphtha (petroleum), hydrodesulphurized heavy|Low boiling point hydrogen treated naphtha|[A complex combination of hydrocarbons obtained from a catalytic hydrodesulfurization process. It consists of hydrocarbons having carbon numbers predominantly in the ",1,0,0,0,0,0,0,0
"","64742-83-2","265-187-5","Naphtha (petroleum), light steam-cracked|Low boiling point naphtha - unspecified|[A complex combination of hydrocarbons obtained by the distillation of the products from a steam cracking process. It consists predominantly of unsaturated hydrocarbons havi",1,0,0,0,0,0,0,0
"","64742-86-5","265-189-6","Gas oils (petroleum), hydrodesulfurized heavy vacuum|Heavy Fuel oil|[A complex combination of hydrocarbons obtained from a catalytic hydrodesulfurization process. It consists of hydrocarbons having carbon numbers predominantly in the range of C<sub>20</su",1,0,0,0,0,0,0,0
"","64742-88-7","265-191-7","solvent naphtha (petroleum), medium aliph.|Straight run kerosine|[A complex combination of hydrocarbons obtained from the distillation of crude oil or natural gasoline. It consists predominantly of saturated hydrocarbons having carbon numbers predominantl",1,0,0,0,0,0,0,0
"","64742-89-8","265-192-2","Solvent naphtha (petroleum), light aliph.|Low boiling point naphtha|[A complex combination of hydrocarbons obtained from the distillation of crude oil or natural gasoline. It consists predominantly of saturated hydrocarbons having carbon numbers predomin",1,0,0,0,0,0,0,0
"","64742-90-1","265-193-8","Residues (petroleum), steam-cracked|Heavy Fuel oil|[A complex combination of hydrocarbons obtained as the residual fraction from the distillation of the products of a steam cracking process (including steam cracking to produce ethylene). It consists predo",1,0,0,0,0,0,0,0
"","64742-91-2","265-194-3","Distillates (petroleum), steam-cracked|Cracked kerosine|[A complex combination of hydrocarbons obtained by the distillation of the products from a steam cracking process. It consists predominantly of unsaturated hydrocarbons having carbon numbers predomin",1,0,0,0,0,0,0,0
"","64742-94-5","265-198-5","Solvent naphtha (petroleum), heavy arom.| Kerosine - unspecified|[A complex combination of hydrocarbons obtained from distillation of aromatic streams. It consists predominantly of aromatic hydrocarbons having carbon numbers predominantly in the range of ",1,0,0,0,0,0,0,0
"","64742-95-6","265-199-0","Solvent naphtha (petroleum), light arom.|Low boiling point naphtha - unspecified|[A complex combination of hydrocarbons obtained from distillation of aromatic streams. It consists predominantly of aromatic hydrocarbons having carbon numbers predominantly",1,0,0,0,0,0,0,0
"","64743-01-7","265-206-7","Petrolatum (petroleum), oxidized|[A complex combination of organic compounds, predominantly high molecular weight carboxylic acids, obtained by the air oxidation of petrolatum.]",1,0,0,0,0,0,0,0
"","65104-45-2","","2-Propenoic acid, 2-methyl-, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-heneicosafluorododecyl ester, polymer with 3,3,4,4,5,5,6,6,7,7,8,8,9,9, 10,10,10-heptadecafluorodecyl 2-methyl-2-propenoate, methyl 2-methyl-2-propenoate,3,3,4,4,5,5,6,6,7,7,8,8",0,0,0,1,0,0,0,0
"","65151-08-8","","Plumbane, tetrakis(1-methylpropyl)-",0,0,1,0,0,1,0,0
"","65202-12-2","","Mercury, bis(perchlorato-O)di- (HG-Hg)",0,0,0,0,0,1,0,0
"","65229-23-4","","nickel boron phosphide ",1,0,1,0,0,1,0,0
"","654054-66-7","629-592-4","Cadmium chloride hydrate",0,0,1,0,0,1,0,0
"","65453-05-6","265-784-0","Cobalt arsenide",0,0,1,0,0,0,0,0
"","6591-52-2","229-528-1","Ammonium bismuth(3+) 2-hydroxypropane-1,2,3-tricarboxylate(2:1:1)",0,0,1,0,0,0,0,0
"","65996-78-3","266-012-5","Light oil (coal), coke-oven|Crude benzole|[The volatile organic liquid extracted from the gas evolved in the high temperature (greater than 700°C (1292°F)) destructive distillation of coal. Composed primarily of benzene, toluene, and xylenes. May contai",1,0,0,0,0,0,0,0
"","65996-79-4","266-013-0","Solvent naphtha (coal)|Light Oil Extract Residues, high boiling|[The distillate from either high temperature coal tar, coke oven light oil, or coal tar oil alkaline extract residue having an approximate distillation range of 130°C to 210°C (266°F to 410°F",1,0,0,0,0,0,0,0
"","65996-82-9","266-016-7","Tar oils, coal|Carbolic Oil|[The distillate from high temperature coal tar having an approximate distillation range of 130°C to 250°C (266°F to 410°F). Composed primarily of naphthalene, alkylnaphthalenes, phenolic compounds, and aromatic nitrogen bases.]",1,0,0,0,0,0,0,0
"","65996-83-0","266-017-2","Extracts, coal tar oil alk.|Alkaline Extract|[The extract from coal tar oil produced by an alkaline wash such as aqueous sodium hydroxide. Composed primarily of the alkali salts of various phenolic compounds.]",1,0,0,0,0,0,0,0
"","65996-84-1","266-018-8","Tar bases, coal, crude|Crude Tar Bases|[The reaction product obtained by neutralizing coal tar base extract oil with an alkaline solution, such as aqueous sodium hydroxide, to obtain the free bases. Composed primarily of such organic bases as acridine, ph",1,0,0,0,0,0,0,0
"","65996-85-2","266-019-3","Tar acids, coal, crude|Crude Phenols|[The reaction product obtained by neutralizing coal tar oil alkaline extract with an acidic solution, such as aqueous sulfuric acid, or gaseous carbon dioxide, to obtain the free acids. Composed primarily of tar acids",1,0,1,0,0,0,0,0
