"hasTarget","casNumber","ecNumber","label_en","CLP_Aanwezig","SVHC_Aanwezig","Restrict_Aanwezig","POP_Aanwezig","OSPAR_Aanwezig","WFD_Aanwezig","Gewas_Aanwezig","Biociden_Aanwezig","pubchem"
"sommatie_stoffen:92045-64-2","92045-64-2","295-446-8","[A complex combination of hydrocarbons obtained by the sorption of benzene from a catalytically fully hydrogenated benzene-rich hydrocarbon cut that was di|Low boiling point modified naphtha|Hydrocarbons, C6-7, naphtha-cracking, solvent-refined","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92045-65-3","92045-65-3","295-447-3","Naphtha (petroleum), light thermal cracked, sweetened|[A complex combination of hydrocarbons obtained by subjecting a petroleum distillate from the high temperature thermal cracking of heavy oil fractions to a s|Low boiling point thermally cracked naphtha","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92045-67-5","92045-67-5","295-449-4","Naphthenic acids, lead salts, basic","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:92045-71-1","92045-71-1","295-454-1","Coal Tar Extract|[A complex combination of hydrocarbons obtained from lignite carbonization tar by solvent crystallisation (solvent deoiling), by sweating or an adducting process. It consists predominantly|Paraffin waxes (coal), brown-coal-high-temp. tar","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92045-72-2","92045-72-2","295-455-7","Coal Tar Extract|Paraffin waxes (coal), brown-coal-high-temp. tar, hydrotreated|[A complex combination of hydrocarbons obtained from lignite carbonization tar by solvent crystallisation (solvent deoiling), by sweating or an adducting process treated with","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92045-77-7","92045-77-7","295-459-9","[A complex combination of hydrocarbons obtained as a semi-solid from dewaxed paraffinic residual oil treated with hydrogen in the presence of a catalyst. It consists predominantly of saturated microcrystalline and liqu|Petrolatum (petroleum), hydrotreated","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92045-80-2","92045-80-2","295-463-0","[A complex combination of hydrocarbons obtained by subjecting a liquified petroleum gas mix to a sweetening process to oxidize mercaptans or to remove acidic impurities. It consists predominantly of C4 sa|Petroleum gases, liquefied, sweetened, C4 fraction","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92061-86-4","92061-86-4","295-499-7","Residual oils (petroleum), hydrocracked acid-treated solvent-dewaxed|[A complex combination of hydrocarbons produced by solvent removal of paraffins from the residue of the distillation of acid-treated, hydrocracked heavy paraffins a|Baseoil - unspecified","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92061-92-2","92061-92-2","295-505-8","Anthracene Oil Fraction|[The residue from the fraction distillation of crude anthracene boiling in the approximate range of 340°C to 400°C (644°F to 752°F). It consists predominantly of tri- and polynuclear arom|Residues (coal tar), anthracene oil distn.","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92061-93-3","92061-93-3","295-506-3","Wash Oil Redistillate|[The residue from the fractional distillation of wash oil boiling in the approximate range of 270°C to 330°C (518°F to 626°F). It consists predominantly of dinuclear aromatic and heterocyclic|Residues (coal tar), creosote oil distn.","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92061-94-4","92061-94-4","295-507-9","[Residue from the fractional distillation of pitch distillate boiling in the range of approximately 400 °C to 470 °C (752 °F to 846 °F). Composed primarily of polynuclear aromatic hydrocarbons, and hete|Pitch Redistillate|Residues (coal tar), pitch distn.","1","0","0","0","1","0","0","0",""
"sommatie_stoffen:92061-97-7","92061-97-7","295-511-0","[A complex combination of hydrocarbons produced as the residual fraction from the distillation of the products from a catalytic cracking process. It consists predominantly of hydrocarbons having carb|Heavy Fuel oil|Residues (petroleum), catalytic cracking","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92062-00-5","92062-00-5","295-514-7","Cracked gasoil|[A complex combination of hydrocarbons obtained as a residual fraction from the distillation of hydrotreated steam-cracked naphtha. It consists predominantly of hydrocarbons boiling i|Residues (petroleum), hydrogenated steam-cracked naphtha","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92062-04-9","92062-04-9","295-517-3","[A complex combination of hydrocarbons obtained as a column bottom from the separation of effluents from steam cracking naphtha at a high temperature. It boils in the range of approximately|Cracked gasoil|Residues (petroleum), steam-cracked naphtha distn.","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92062-09-4","92062-09-4","295-523-6","[A complex combination of hydrocarbons obtained by treating slack wax with hydrogen in the presence of a catalyst. It consists predominantly of saturated straight and branched chain hydrocarbons having carbon numbers pr|Slack wax (petroleum), hydrotreated","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92062-10-7","92062-10-7","295-524-1","[A complex combination of hydrocarbons obtained from a petroleum fraction by solvent deparaffination. It consists predominantly of saturated straight and branched chain hydrocarbons having carbon numbers predominantly gr|Slack wax (petroleum), low-melting","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92062-11-8","92062-11-8","295-525-7","[A complex combination of hydrocarbons obtained by treatment of low-melting petroleum slack wax with hydrogen in the presence of a catalyst. It consists predominantly of saturated straight and branched chai|Slack wax (petroleum), low-melting, hydrotreated","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92062-15-2","92062-15-2","295-529-9","Low boiling point hydrogen treated naphtha|Solvent naphtha (petroleum), hydrotreated light naphthenic|[A complex combination of hydrocarbons obtained by treating a petroleum fraction with hydrogen in the presence of a catalyst. It consists predominantly","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92062-20-9","92062-20-9","295-535-1","Tar, coal, high-temp., distn. and storage residues|Coal Tar Solids Residue|[Coke- and ash-containing solid residues that separate on distillation and thermal treatment of bituminous coal high temperature tar in distillation installations and storage vesse","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92062-22-1","92062-22-1","295-536-7","Tar acids, brown-coal gasification|[A complex combination of organic compounds obtained from brown coal gasification. Composed primarily of C6-10 hydroxy aromatic phenols and their homologs.]|Crude Phenols","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92062-26-5","92062-26-5","295-540-9","Distillate Phenols|[A complex combination of organic compounds obtained from brown coal and boiling in the range of approximately 200°C to 230°C (392°F to 446°F). It contains chiefly phenols and pyridine bases.]|Tar acids, cresylic","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92062-27-6","92062-27-6","295-541-4","Distillate Bases|[The distillation fraction boiling in the range of approximately 180 °C to 200 °C (356 °F to 392 °F) from the crude bases obtained by dephenolating and debasing the carbolated oil from the distillation of|Tar bases, coal, aniline fraction","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92062-28-7","92062-28-7","295-543-5","Distillate Bases|Tar bases, coal, collidine fraction|[The distillation fraction boiling in the range of approximately 181 °C to 186 °C (356 °F to 367 °F) from the crude bases obtained from the neutralized, acid-extracted base-containing tar fractions obta","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92062-29-8","92062-29-8","295-544-0","Distillate Bases|[The distillation residue remaining after the distillation of the neutralized, acid-extracted base-containing tar fractions obtained by the distillation of coal tars. It contains chiefly aniline, collidin|Tar bases, coal, distn. residues","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92062-33-4","92062-33-4","295-548-2","Distillate Bases|[Pyridine bases boiling in the range of approximately 125°C to 160°C (257°F 320°F) obtained by distillation of neutralized acid extract of the base-containing tar fraction obtained by the distillation of|Tar bases, coal, picoline fraction","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92062-34-5","92062-34-5","295-549-8","Coal Tar Solids Residue|[The combination of wastes formed by the coking of bituminous coal tar pitch. It consists predominantly of carbon.]|Waste solids, coal-tar pitch coking","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92062-36-7","92062-36-7","295-551-9","Light Oil Redistillate, high boiling|Aromatic hydrocarbons, C9-12, benzene distn.","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92128-94-4","92128-94-4","295-794-0","[A complex combination of hydrocarbons produced by the distillation of a cut from the catalytic cracking process, having undergone an alkaline wash|Low boiling point cat-cracked naphtha|Hydrocarbons, C8-12, catalytic-cracking, chem. neutralized","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92129-09-4","92129-09-4","295-810-6","Baseoil - unspecified|[A complex combination of hydrocarbons obtained from sulfur-containing paraffinic crude oil. It consists predominantly of a solvent refined deparaffinated lubricating oil with|Paraffin oils (petroleum), solvent-refined dewaxed heavy","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92129-57-2","92129-57-2","295-859-3","slimes and sludges, copper electrolytic refining, decopperised, nickel sulfate","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92200-92-5","92200-92-5","295-918-3","Lead, C4-10-fatty acid octanoate complexes","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:92200-97-0","92200-97-0","295-924-6","Mercury, reaction products with stibnite (Sb2S3)","0","0","0","0","0","1","0","0",""
"sommatie_stoffen:92200-98-1","92200-98-1","295-925-1","Nickel, C5-23-branched carboxylate naphthenate complexes","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:92200-99-2","92200-99-2","295-926-7","Nickel, C5-25-branched carboxylate naphthenate octanoate complexes","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:92201-59-7","92201-59-7","295-990-6","[A complex combination of hydrocarbons produced by the distillation of products from a catalytic cracking process which has been used as a heat transfer fluid. It c|Distillates (petroleum), intermediate catalytic cracked, thermally degraded|Heavy Fuel oil","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92201-60-0","92201-60-0","295-991-1","[A complex combination of hydrocarbons produced by the distillation of products from a catalytic cracking process which has been used as a heat transfer fluid. It consists|Cracked gasoil|Distillates (petroleum), light catalytic cracked, thermally degraded","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92201-97-3","92201-97-3","296-028-8","Low boiling point naphtha - unspecified|Naphtha (petroleum), light heat-soaked, steam-cracked|[A complex combination of hydrocarbons obtained by the fractionation of steam cracked naphtha after recovery from a heat soaking process. It consists predominan","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92257-06-2","92257-06-2","296-092-7","Fatty acids, C8-10-branched, cadmium salts","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:92257-11-9","92257-11-9","296-097-4","Leach residues, zinc refining flue dust, cadmium-thallium ppt.","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:92278-94-9","92278-94-9","","Arsenous acid, titanium salt","0","0","1","0","0","0","0","0",""
"sommatie_stoffen:92502-55-1","92502-55-1","296-343-0","Nickel, borate neodecanoate complexes","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:92704-08-0","92704-08-0","296-437-1","[A complex combination of hydrocarbons resulting from treatment of a petroleum fraction with natural or modified clay in either a contact or perc|Extracts (petroleum), heavy paraffinic distillate solvent, clay-treated|Distillate aromatic extract (treated)","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:92704-12-6","92704-12-6","296-441-3","Fatty acids, C9-13-neo-, cadmium salts","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:92704-15-9","92704-15-9","296-445-5","Fatty acids, olive-oil, cadmium salts","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:92704-19-3","92704-19-3","296-449-7","Fatty acids, peanut-oil, cadmium salts","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:92704-24-0","92704-24-0","296-454-4","Fatty acids, rape-oil, cadmium salts","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:92797-28-9","92797-28-9","296-564-2","Fatty acids, C14-18 and C18-unsatd., branched and linear, hydrogenated, cadmium salts","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:928049-42-7","928049-42-7","","Dibenzo[k,n][1,4,7,10,13]tetraoxathiacyclopentadecinium, 19-[4-(1,1-dimethylethyl)phenyl]-6,7,9,10,12,13-hexahydro-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)","0","1","0","1","0","0","0","0",""
"sommatie_stoffen:93062-53-4","93062-53-4","296-807-2","Phosphinic acid, bis(perfluoro-C6-12-alkyl) derivs., aluminum salts","0","0","0","1","0","0","0","0",""
"sommatie_stoffen:93080-00-3","93080-00-3","","Arsonic acid, tin salt","0","0","1","0","0","0","0","0",""
"sommatie_stoffen:93165-19-6","93165-19-6","296-903-4","[A complex combination of hydrocarbons obtained from the distillation of a petroleum feedstock. It consists predominantly of hydrocarbons having carbon numbers of C5|Low boiling point naphtha - unspecified|Distillates (petroleum), C6-rich","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:93165-26-5","93165-26-5","296-911-8","Fatty acids, C14-26, lead salts","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:93165-55-0","93165-55-0","296-942-7","Low boiling point hydrogen treated naphtha|[A complex combination of hydrocarbons produced from the separation and subsequent hydrogenation of the products of a steam-cracking process to produce ethyl|Naphtha (petroleum), light steam-cracked, hydrogenated","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:93215-61-3","93215-61-3","","Chromic acid (H2CrO4), lead(2+) sodium salt (2:1:2)","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:93571-75-6","93571-75-6","297-401-8","[A complex combination of hydrocarbons obtained by separation from the platformate-containing fraction. It consists predominantly of aromatic hydrocarbons|Aromatic hydrocarbons, C7-12, C8-rich|Low boiling point cat-reformed naphtha","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:93572-29-3","93572-29-3","297-458-9","[A complex high octane combination of hydrocarbons obtained by the catalytic dehydrogenation of a predominantly naphthenic naphtha. It consists predominant|Gasoline, C5-11, high-octane stabilised reformed|Low boiling point cat-reformed naphtha","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:93572-35-1","93572-35-1","297-465-7","Hydrocarbons, C7-12, C≥9-arom.-rich, reforming heavy fraction|[A complex combination of hydrocarbons obtained by separation from the platformate-containing fraction. It consists predominantly o|Low boiling point cat-reformed naphtha","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:93572-36-2","93572-36-2","297-466-2","[A complex combination of hydrocarbons obtained by separation from the platformate-containing fraction. It consists predominantly of nonaromat|Hydrocarbons, C5-11, nonaroms.-rich, reforming light fraction|Low boiling point cat-reformed naphtha","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:93572-43-1","93572-43-1","297-474-6","Baseoil - unspecified|[A complex combination of hydrocarbons obtained by refining of crude oil. It consists predominantly of aromatics, naphthenics and paraffinics and produces a finished oil with a visc|Lubricating oils (petroleum), base oils, paraffinic","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:93573-14-9","93573-14-9","297-548-8","Nickel, C5-23-branched carboxylate C4-10-fatty acids naphthenate complexes","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:93573-15-0","93573-15-0","297-549-3","Nickel, C4-10 fatty acids naphthenate complexes","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:93573-16-1","93573-16-1","297-550-9","Nickel, C4-10 fatty acids octanoate complexes","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:93573-17-2","93573-17-2","297-551-4","Nickel, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, chlorosulfonyl derivs., reaction products with 2-[(4-aminophenyl)sulfonyl]ethyl hydrogen sulfate monosodium salt, potassium sodium salts, compds. with pyridine","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:93686-40-9","93686-40-9","297-692-1","Nonanoic acid, branched, cadmium salt","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:93762-59-5","93762-59-5","297-774-7","Nickel, C5-23-branched carboxylate C4-10 fatty acids complexes","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:93763-10-1","93763-10-1","297-827-4","Extracts (petroleum), heavy naphthenic distillate solvent, hydrodesulfurized|Distillate aromatic extract (treated)|[A complex combination of hydrocarbons obtained from a petroleum stock by treating with hydrogen to convert organic sulfur to hydrogen sulfi","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:93763-11-2","93763-11-2","297-829-5","Extracts (petroleum), solvent-dewaxed heavy paraffinic distillate solvent, hydrodesulfurized|Distillate aromatic extract (treated)|[A complex combination of hydrocarbons obtained from a solvent dewaxed petroleum stock by treating with hydrogen to convert","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:93763-33-8","93763-33-8","297-852-0","Hydrocarbons, C6-11, hydrotreated, dearomatized|Low boiling point hydrogen treated naphtha|[A complex combination of hydrocarbons obtained as solvents which have been subjected to hydrotreatment in order to convert aromatics to naphthenes by ca","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:93763-34-9","93763-34-9","297-853-6","Hydrocarbons, C9-12, hydrotreated, dearomatized|Low boiling point hydrogen treated naphtha|[A complex combination of hydrocarbons obtained as solvents which have been subjected to hydrotreatment in order to convert aromatics to naphthenes by ca","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:93763-38-3","93763-38-3","297-857-8","Baseoil - unspecified|Hydrocarbons, hydrocracked paraffinic distn. residues, solvent-dewaxed","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:93763-85-0","93763-85-0","297-905-8","Residues (petroleum), steam-cracked heat-soaked naphtha|Cracked gasoil|[A complex combination of hydrocarbons obtained as residue from the distillation of steam cracked heat soaked naphtha and boiling in the range of approximately 150 °C to 350 °C (302 °F","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:93763-87-2","93763-87-2","297-907-9","Slags, lead-zinc smelting","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:93776-00-2","93776-00-2","297-925-7","1,1'-[oxybis[(1-methylethylene)oxy]]bis[4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,15-pentacosafluoropentadecan-2-ol]","0","0","0","1","0","0","0","0",""
"sommatie_stoffen:93821-38-6","93821-38-6","298-725-2","Extract residues (coal), benzole fraction acid|Light Oil Extract Residues, low boiling|[An acid sludge by-product of the sulfuric acid refining of crude high temperature coal. Composed primarily of sulfuric acid and organic compounds.]","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:93821-47-7","93821-47-7","298-735-7","Flue gases, lead-zinc blast furnace","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:93821-66-0","93821-66-0","298-754-0","Residual oils (petroleum)|Heavy Fuel oil|[A complex combination of hydrocarbons, sulfur compounds and metal-containing organic compounds obtained as the residue from refinery fractionation cracking processes. It produces a finished oil with a viscosity ab","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:93821-70-6","93821-70-6","298-758-2","Slimes and Sludges, lead-zinc blast furnace, offgas wet cleaning","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:93821-72-8","93821-72-8","298-759-8","Speiss, lead-zinc","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:93891-86-2","93891-86-2","299-467-3","Nickelate(6-), [4-[[5-[[(3,6-dichloro-4-pyridazinyl)carbonyl]amino]-2-sulfophenyl]azo]-4,5-dihydro-5-oxo-1-[2-sulfo-5-[[(trisulfo-29H,31H-phthalocyaninyl)sulfonyl]amino]phenyl]-1H-pyrazole-3-carboxylato(8-)-N29,N30,N31,N32]-, hexasodium","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:93924-31-3","93924-31-3","300-225-7","[A complex combination of hydrocarbons obtained by treatment of Foot's oil with sulfuric acid. It consists predominantly of branched-chain hydrocarbons with carbon numbers predominantly in the range of C20 th|Foots oil (petroleum), acid-treated","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:93924-32-4","93924-32-4","300-226-2","Foots oil (petroleum), clay-treated|[A complex combination of hydrocarbons obtained by treatment of Foot's oil with natural or modified clay in either a contacting or percolation process to remove the trace amounts of polar compounds and impurities presen","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:93924-33-5","93924-33-5","300-227-8","Gas oils, paraffinic|[A distillate obtained from the redistillation of a complex combination of hydrocarbons obtained by the distillation of the effluents from a severe catalytic hydrotreatment of paraffins. It boils in the range of a|Gasoil - unspecified","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:93924-61-9","93924-61-9","300-257-1","Baseoil - unspecified|Hydrocarbons, C20-50, residual oil hydrogenation vacuum distillate","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:93925-00-9","93925-00-9","300-298-5","Formaldehyde, reaction products with branched and linear heptylphenol, carbon disulfide and hydrazine","0","1","0","0","0","0","0","0",""
"sommatie_stoffen:93925-27-0","93925-27-0","300-328-7","Phosphoric acid, mixed Bu and hexyl diesters, lead(2+) salts","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:93939-76-5","93939-76-5","300-365-9","Tetrasodium [[[(3-amino-4-sulphophenyl)amino]sulphonyl]-29H,31H-phthalocyaninetrisulphonato(6-)-N29,N30,N31,N32]nickelate(4-)","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:94114-03-1","94114-03-1","302-639-3","[A distillation fraction from the hydrogenation of pyrolysis gasoline boiling in the range of approximately 20°C to 200°C (68°F to 392°F).]|Low boiling point naphtha-unspecified|Gasoline, pyrolysis, hydrogenated","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:94114-13-3","94114-13-3","302-650-3","Pitch Redistillate|[The residue obtained during the distillation of high boiling fractions from bituminous coal high temperature tar and/or pitch coke oil, with a softening point of 140 °C to 170 °C (284 °F to 392 °F|Pitch, coal tar, high-temp., secondary","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:94114-29-1","94114-29-1","302-662-9","Distillate Phenols|Tar acids, brown-coal, C2-alkylphenol fraction|[The distillate from the acidification of alkaline washed lignite tar distillate boiling in the range of approximately 200°C to 230°C (392°F to 446°F). Composed primarily of","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:94114-40-6","94114-40-6","302-674-4","Tar oils, brown-coal|[The distillate from lignite tar boiling in the range of approximately 80°C to 250°C (176°F to 482°F). Composed primarily of aliphatic and aromatic hydrocarbons and monobasic phenols.]|Light Oil","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:94114-46-2","94114-46-2","302-681-2","[A cohesive powder composed of coal mineral matter and undissolved coal remaining after extraction of coal by a liquid solvent.]|Residues (coal), liq. solvent extn.","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:94114-47-3","94114-47-3","302-682-8","Coal liquids, liq. solvent extn. soln.|[The product obtained by filtration of coal mineral matter and undissolved coal from coal extract solution produced by digesting coal in a liquid solvent. A black, viscous, highly complex liquid combination composed","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:94114-48-4","94114-48-4","302-683-3","[The substantially solvent-free product obtained by the distillation of the solvent from filtered coal extract solution produced by digesting coal in a liquid solvent. A black semi-solid, composed primarily of a complex co|Coal liquids, liq. solvent extn.","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:94114-52-0","94114-52-0","302-688-0","[The liquid product of condensation of vapors emitted during the digestion of coal in a liquid solvent and boiling in the range of approximately 30°C to 300°C (86°F to 572°F). Composed primarily of partly h|Distillates (coal), liq. solvent extn., primary","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:94114-53-1","94114-53-1","302-689-6","Distillates (coal), solvent extn., hydrocracked|[Distillate obtained by hydrocracking of coal extract or solution produced by the liquid solvent extraction or supercritical gas extraction processes and boiling in the range of approximately 30°C to 300°C (","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:94114-54-2","94114-54-2","302-690-1","[Fraction of the distillate obtained by hydrocracking of coal extract or solution produced by the liquid solvent extraction or supercritical gas extraction processes and boiling in the range of approximately 30°|Naphtha (coal), solvent extn., hydrocracked","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:94114-55-3","94114-55-3","302-691-7","[Motor fuel produced by the reforming of the refined naphtha fraction of the products of hydrocracking of coal extract or solution produced by the liquid solvent extraction or supercritical gas extraction|Gasoline, coal solvent extn., hydrocracked naphtha","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:94114-56-4","94114-56-4","302-692-2","Distillates (coal), solvent extn., hydrocracked middle|[Distillate obtained from the hydrocracking of coal extract or solution produced by the liquid solvent extraction or supercritical gas extraction processes and boiling in the range of approximately 18","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:94114-57-5","94114-57-5","302-693-8","[Distillate from the hydrogenation of hydrocracked middle distillate from coal extract or solution produced by the liquid solvent extraction or supercritical gas extraction processes and|Distillates (coal), solvent extn., hydrocracked hydrogenated middle","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:94276-88-7","94276-88-7","304-575-1","Mercurate(1-), [dodecenylbutanedioato(2-)-O']phenyl-, hydrogen","0","0","0","0","0","1","0","0",""
"sommatie_stoffen:94277-53-9","94277-53-9","304-637-8","Hydrogen μ-hydroxy[μ-[orthoborato(3-)-O:O']]diphenyldimercurate(1-)","0","0","0","0","0","1","0","0",""
"sommatie_stoffen:94349-78-7","94349-78-7","305-196-4","Fatty acids, tallow, reaction products with lead oxide","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:94551-60-7","94551-60-7","305-409-0","Lead, zinc dross","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:94551-62-9","94551-62-9","305-411-1","Calcines, lead-zinc ore conc.","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:94551-66-3","94551-66-3","305-414-8","Fumes, lead","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:94551-70-9","94551-70-9","305-417-4","Leach residues, cadmium-contg. flue dust","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:94551-72-1","94551-72-1","305-420-0","Leach residues, copper-lead","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:94551-74-3","94551-74-3","305-422-1","Matte, copper-lead","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:94551-78-7","94551-78-7","305-424-2","Residues, lead smelting wastewater treatment","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:94551-79-8","94551-79-8","305-425-8","Residues, lead-zinc smelting wastewater treatment","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:94551-87-8","94551-87-8","305-433-1","slimes and sludges, copper electrolyte refining, decopperised","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:94551-99-2","94551-99-2","305-445-7","Wastes, lead battery reprocessing","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:94552-05-3","94552-05-3","305-449-9","Waste solids, lead silver anode","0","0","1","0","0","1","0","0",""
"sommatie_stoffen:94733-08-1","94733-08-1","305-588-5","Baseoil - unspecified|Distillates (petroleum), solvent-refined hydrotreated heavy, hydrogenated","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:94733-09-2","94733-09-2","305-589-0","Distillates (petroleum), solvent-refined hydrocracked light|Baseoil - unspecified|[A complex combination of hydrocarbons obtained by solvent dearomatization of the residue of hydrocracked petroleum. It consists predominantly of hydrocarbons having carbon","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:94733-15-0","94733-15-0","305-594-8","Baseoil - unspecified|Lubricating oils (petroleum), C18-40, solvent-dewaxed hydrocracked distillate-based|[A complex combination of hydrocarbons obtained by solvent deparaffination of the distillation residue from hydrocracked petroleum. It con","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:94733-16-1","94733-16-1","305-595-3","Lubricating oils (petroleum), C18-40, solvent-dewaxed hydrogenated raffinate-based|[A complex combination of hydrocarbons obtained by solvent deparaffination of the hydrogenated raffinate obtained by solvent extraction of|Baseoil - unspecified","1","0","0","0","0","0","0","0",""
"sommatie_stoffen:94854-78-1","94854-78-1","","Arsenenous acid, ammonium copper salt","0","0","1","0","0","0","0","0",""
"sommatie_stoffen:94854-80-5","94854-80-5","","Arsenenous acid, ammonium zinc salt","0","0","1","0","0","0","0","0",""
"sommatie_stoffen:94891-42-6","94891-42-6","305-643-3","Nickel, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, chlorosulfonyl derivs., reaction products with 2-[(4-aminophenyl)sulfonyl]ethyl hydrogen sulfate monosodium salt, potassium salts","0","0","1","0","0","1","0","0",""
